Specimen ID,Data Source,Order,Family,Genus,Species,Voucher specimen,Specimen barcode,Collection date,Country of origin,Material sampled,No. of genes recovered,No. of bp recovered,Fasta file url
4515,PAFTOL,Malpighiales,Podostemaceae,Marathrum,Marathrum foeniculaceum,"Chase, M.W. 3090 (K)",,1996,,Herbarium,256,73035,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619201.Marathrum_foeniculaceum.a353.fasta
4519,PAFTOL,Malpighiales,Podostemaceae,Mourera,Mourera aspera,"Parani, J.R. et al 208 (K)",,1982,,Herbarium,222,53712,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619202.Mourera_aspera.a353.fasta
4520,PAFTOL,Malpighiales,Podostemaceae,Paracladopus,Paracladopus chiangmaiensis,"Kato, M.; Koi, S.; Wongprasert, T. 416 (TNS)",,2011,,Silica dried,158,34314,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619203.Paracladopus_chiangmaiensis.a353.fasta
4521,PAFTOL,Malpighiales,Podostemaceae,Podostemum,Podostemum ceratophyllum,Cusick 30042 (K),,1991,,Herbarium,233,53775,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619204.Podostemum_ceratophyllum.a353.fasta
4523,PAFTOL,Malpighiales,Podostemaceae,Polypleurum,Polypleurum elongatum,"Chase, M.W. 17418 (K)",,2003,,Silica dried,234,64350,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619205.Polypleurum_elongatum.a353.fasta
4524,PAFTOL,Malpighiales,Podostemaceae,Polypleurum,Polypleurum longicaule,"Kato, M.; La-aw; Petcharat 2001 (TNS)",,2012,,Silica dried,242,59691,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034176.Polypleurum_longicaule.a353.fasta
4525,PAFTOL,Malpighiales,Podostemaceae,Polypleurum,Polypleurum prachinburiense,"Kato, M.; Imaichi, R.; Wongprasert, T. 1404 (TNS)",,2006,,Silica dried,174,34899,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619206.Polypleurum_prachinburiense.a353.fasta
4526,PAFTOL,Malpighiales,Podostemaceae,Polypleurum,Polypleurum wallichii,"Kato, M. 1203 (TNS)",,2012,,Silica dried,187,41439,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619207.Polypleurum_wallichii.a353.fasta
4527,PAFTOL,Malpighiales,Podostemaceae,Rhyncholacis,Rhyncholacis jenmanii,"Kelloff, C.L. 1231 (K)",,1997,,Herbarium,242,44160,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034914.Rhyncholacis_jenmanii.a353.fasta
4528,PAFTOL,Malpighiales,Podostemaceae,Saxicolella,Saxicolella sp.,"Ameka, G. 478 (K)",,2007,,Silica dried,235,60936,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619208.Saxicolella_sp.a353.fasta
4530,PAFTOL,Malpighiales,Podostemaceae,Saxicolella,Saxicolella amicorum,Ameka & De Graft-Johnson 112 (K),,2007,,DNA bank,208,48744,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034177.Saxicolella_amicorum.a353.fasta
4536,PAFTOL,Malpighiales,Podostemaceae,Sphaerothylax,Sphaerothylax algiformis,"Hilliard, O.M.; Burtt, B.L. 6409 (K)",,1971,,Herbarium,237,59313,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034915.Sphaerothylax_algiformis.a353.fasta
4539,PAFTOL,Malpighiales,Podostemaceae,Stonesia,Stonesia gracilis,"Cheek, M. 18983 (K)",,2018,,Silica dried,186,46881,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619209.Stonesia_gracilis.a353.fasta
4550,PAFTOL,Malpighiales,Podostemaceae,Thawatchaia,Thawatchaia trilobata,"Werukamkul, P.; Ampornpan, L. 281 (TNS)",,2014,,Silica dried,234,61335,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619210.Thawatchaia_trilobata.a353.fasta
4571,PAFTOL,Malpighiales,Podostemaceae,Willisia,Willisia selaginoides,"Barber, C.A. 3799 (K)",,1901,India,Herbarium,188,38964,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619211.Willisia_selaginoides.a353.fasta
4573,PAFTOL,Malpighiales,Podostemaceae,Zehnderia,Zehnderia microgyna,"Zehnderi, A. 264 (K)",,1951,,Herbarium,213,36495,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619212.Zehnderia_microgyna.a353.fasta
4574,PAFTOL,Malpighiales,Podostemaceae,Zeylanidium,Zeylanidium lichenoides,"Kato, M. 1431 (TNS)",,2014,,Silica dried,213,47961,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619213.Zeylanidium_lichenoides.a353.fasta
4577,PAFTOL,Malpighiales,Podostemaceae,Tristicha,Tristicha trifaria,"Aston, H.I. 2518 (K)",,1984,,Herbarium,266,74652,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619214.Tristicha_trifaria.a353.fasta
4579,PAFTOL,Arecales,Arecaceae,Actinorhytis,Actinorhytis calapparia,Heatubun 192 (K),,,,DNA bank,335,147675,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618588.Actinorhytis_calapparia.a353.fasta
4590,PAFTOL,Alismatales,Araceae,Symplocarpus,Symplocarpus foetidus,"Maurin, O. 4414 (K)",,2018,,Silica dried,343,147747,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619215.Symplocarpus_foetidus.a353.fasta
4591,PAFTOL,Myrtales,Myrtaceae,Amomyrtella,Amomyrtella guilii,"Landrum, L.R. 12251 (K)",,,,Herbarium,337,156429,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034916.Amomyrtella_guilii.a353.fasta
4592,PAFTOL,Solanales,Solanaceae,Reyesia,Reyesia chilensis,Baines et al. 27 (E),,,,Herbarium,336,149385,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619216.Reyesia_chilensis.a353.fasta
4601,PAFTOL,Ranunculales,Ranunculaceae,Aconitum,Aconitum sp.,RBG Kew DNA Bank 81940,,,,Silica dried,298,83766,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619217.Aconitum_sp.a353.fasta
4602,PAFTOL,Ranunculales,Ranunculaceae,Actaea,Actaea heracleifolia,"Leon, C.J., Pearman, G., Zhang, B., Yu, J. and Zhou, Y. 160 (K)",,,,DNA bank,335,142800,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619218.Actaea_heracleifolia.a353.fasta
4608,PAFTOL,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,"Leon, C.J., Lin Y-L 484 (K)",,,,DNA bank,346,218058,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619219.Akebia_quinata.a353.fasta
4640,PAFTOL,Ranunculales,Ranunculaceae,Clematis,Clematis sp.,RBG Kew DNA Bank 82078,,,,DNA bank,329,117594,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619220.Clematis_sp.a353.fasta
4643,PAFTOL,Ranunculales,Menispermaceae,Cocculus,Cocculus orbiculatus,"Leon, C.J. et al 486 (K)",,,,DNA bank,342,195102,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619221.Cocculus_orbiculatus.a353.fasta
4646,PAFTOL,Ranunculales,Ranunculaceae,Coptis,Coptis sp.,"Leon, C.J. et al. 681 (K)",,,,DNA bank,345,187242,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619222.Coptis_sp.a353.fasta
4651,PAFTOL,Solanales,Convolvulaceae,Cuscuta,Cuscuta australis,"Leon, C.J.;  Lin Y-L. 860 (K)",,,,DNA bank,344,179478,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619223.Cuscuta_australis.a353.fasta
4662,PAFTOL,Ranunculales,Berberidaceae,Epimedium,Epimedium brevicornu,"Leon, C.J., Lin Y-L,  Ye S-Q;  Bai, Q B 456 (K)",,,,DNA bank,346,179445,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619224.Epimedium_brevicornu.a353.fasta
4686,PAFTOL,Gentianales,Rubiaceae,Hedyotis,Hedyotis sp.,RBG Kew DNA Bank 82086,,,,DNA bank,346,166461,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619225.Hedyotis_sp.a353.fasta
4692,PAFTOL,Solanales,Convolvulaceae,Ipomoea,Ipomoea nil,"Leon, C.J., Lin Y-L, Zhou K -Y 498 (K)",,,,DNA bank,345,194283,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619226.Ipomoea_nil.a353.fasta
4735,PAFTOL,Alismatales,Araceae,Pinellia,Pinellia sp.,RBG Kew DNA Bank 81977,,,,DNA bank,317,95595,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084307.Pinellia_sp.a353.fasta
4752,PAFTOL,Ranunculales,Ranunculaceae,Pulsatilla,Pulsatilla chinensis,"Leon, C.J.,  Lin, Y-L.;  Mr Bai 613 (K)",,,,DNA bank,333,140808,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619227.Pulsatilla_chinensis.a353.fasta
4772,PAFTOL,Ranunculales,Menispermaceae,Sinomenium,Sinomenium acutum,"Leon, C.J. et al. 569 (K)",,,,DNA bank,347,205095,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619228.Sinomenium_acutum.a353.fasta
4778,PAFTOL,Ranunculales,Menispermaceae,Stephania,Stephania tetrandra,"Leon, C.J. et al 487 (K)",,,,DNA bank,346,178128,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619229.Stephania_tetrandra.a353.fasta
4788,PAFTOL,Alismatales,Araceae,Sauromatum,Sauromatum giganteum,"Leon, C.J. et al 394 (K)",,,,DNA bank,293,83505,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034178.Sauromatum_giganteum.a353.fasta
4789,PAFTOL,Gentianales,Rubiaceae,Uncaria,Uncaria sp.,RBG Kew DNA Bank 81927,,,,DNA bank,350,191469,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619230.Uncaria_sp.a353.fasta
4796,PAFTOL,Celastrales,Lepidobotryaceae,Lepidobotrys,Lepidobotrys staudtii,"Harris, J. 6764 (K)",,,,Herbarium,348,209790,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034179.Lepidobotrys_staudtii.a353.fasta
4797,PAFTOL,Celastrales,Lepidobotryaceae,Ruptiliocarpon,Ruptiliocarpon caracolito,"Pennington, T. 631 (K)",,,,Silica dried,347,197307,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034180.Ruptiliocarpon_caracolito.a353.fasta
4798,PAFTOL,Celastrales,Celastraceae,Lepuropetalon,Lepuropetalon spathulatum,"Alford, M. 2539 (BH)",,,,Herbarium,339,165723,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034181.Lepuropetalon_spathulatum.a353.fasta
4799,PAFTOL,Celastrales,Celastraceae,Parnassia,Parnassia faberi,"Wu, D. 217 (KUN)",,,,Silica dried,332,138576,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034182.Parnassia_faberi.a353.fasta
4800,PAFTOL,Celastrales,Celastraceae,Parnassia,Parnassia palustris,"Freudenstein, J. 2600 (OS)",,,,Silica dried,336,149829,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619233.Parnassia_palustris.a353.fasta
4801,PAFTOL,Celastrales,Celastraceae,Acanthothamnus,Acanthothamnus aphyllus,"Clevinger, C.C. 100 (MO)",,,,Silica dried,348,198954,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619234.Acanthothamnus_aphyllus.a353.fasta
4802,PAFTOL,Celastrales,Celastraceae,Allocassine,Allocassine laurifolia,"Archer, R.H. 2126 (PRE)",,,,Silica dried,348,201237,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619235.Allocassine_laurifolia.a353.fasta
4804,PAFTOL,Celastrales,Celastraceae,Apatophyllum,Apatophyllum teretifolium,"Foster, P.I. 26153 (BRI)",,,,Herbarium,339,154191,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034183.Apatophyllum_teretifolium.a353.fasta
4806,PAFTOL,Celastrales,Celastraceae,Reissantia,Reissantia grahamii,"Godbole, Watve, A. 45057 (MO)",,,,Herbarium,332,130515,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619237.Reissantia_grahamii.a353.fasta
4807,PAFTOL,Celastrales,Celastraceae,Astrocassine,Astrocassine fusiformis,"Archer, R.H. 2917 (PRE)",,,,Silica dried,342,152994,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619238.Astrocassine_fusiformis.a353.fasta
4808,PAFTOL,Celastrales,Celastraceae,Astrocassine,Astrocassine mastophorus,"Archer, R.H. 2913 (PRE)",,,,Silica dried,337,137067,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619239.Astrocassine_mastophorus.a353.fasta
4809,PAFTOL,Celastrales,Celastraceae,Bequaertia,Bequaertia mucronata,"Assi, L.A. 18986 (MO)",,,,Herbarium,345,188664,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619240.Bequaertia_mucronata.a353.fasta
4810,PAFTOL,Celastrales,Celastraceae,Brassiantha,Brassiantha pentamera,Clemens 5413 (K),K001275180,1937,Papua New Guinea,Herbarium,343,176190,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034184.Brassiantha_pentamera.a353.fasta
4811,PAFTOL,Celastrales,Celastraceae,Brexia,Brexia madagascariensis,"Archer, R.H. 2906 (PRE)",,,,Silica dried,347,204900,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034185.Brexia_madagascariensis.a353.fasta
4812,PAFTOL,Celastrales,Celastraceae,Evonymopsis,Evonymopsis acutifolia,"Archer, R.H. 3011 (PRE)",,,,Silica dried,347,199974,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034186.Evonymopsis_acutifolia.a353.fasta
4813,PAFTOL,Celastrales,Celastraceae,Campylostemon,Campylostemon angolensis,"de Wilde, W.J.J.O. 3754 (MO)",,,,Silica dried,346,199071,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619241.Campylostemon_angolensis.a353.fasta
4814,PAFTOL,Celastrales,Celastraceae,Canotia,Canotia holacantha,"Clevinger, C.C. 76 (TEX)",,,,Silica dried,347,212160,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619242.Canotia_holacantha.a353.fasta
4815,PAFTOL,Celastrales,Celastraceae,Cassine,Cassine peragua,"Archer, R.H. 2159 (PRE)",,,,Silica dried,348,215364,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619243.Cassine_peragua.a353.fasta
4816,PAFTOL,Celastrales,Celastraceae,Cassine,Cassine parvifolia,"Geetsema, H. s.n.  (MO)",,,,Herbarium,343,189138,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619244.Cassine_parvifolia.a353.fasta
4817,PAFTOL,Celastrales,Celastraceae,Catha,Catha edulis,"Chase, M.W. 34472 (K)",,,,DNA bank,348,214995,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034187.Catha_edulis.a353.fasta
4818,PAFTOL,Celastrales,Celastraceae,Celastrus,Celastrus vulcanicola,"Reyes-García, A. 5138 (MO)",,,,Silica dried,347,208371,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619245.Celastrus_vulcanicola.a353.fasta
4819,PAFTOL,Celastrales,Celastraceae,Celastrus,Celastrus monospermus,"Li, N.H. 57 (MO)",,,,Herbarium,343,200166,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034188.Celastrus_monospermus.a353.fasta
4820,PAFTOL,Celastrales,Celastraceae,Celastrus,Celastrus madagascariensis,"Archer, R.H. 3797 (PRE)",,,,Silica dried,346,203508,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619246.Celastrus_madagascariensis.a353.fasta
4822,PAFTOL,Celastrales,Celastraceae,Cheiloclinium,Cheiloclinium cognatum,"Lombardi, J.A. 6238 (HRCB)",,,,Silica dried,346,191004,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619248.Cheiloclinium_cognatum.a353.fasta
4823,PAFTOL,Celastrales,Celastraceae,Cheiloclinium,Cheiloclinium hippocrateoides,"Lombardi, J.A. 7627 (HRCB)",,,,Silica dried,337,146595,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619249.Cheiloclinium_hippocrateoides.a353.fasta
4824,PAFTOL,Celastrales,Celastraceae,Cuervea,Cuervea isangiensis,White 1238 (MO),,,,Silica dried,345,187425,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619250.Cuervea_isangiensis.a353.fasta
4825,PAFTOL,Celastrales,Celastraceae,Cuervea,Cuervea kappleriana,"Garwood, N.C.; Gonzalez, A. 1879A (F)",,,,Herbarium,345,195279,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619251.Cuervea_kappleriana.a353.fasta
4826,PAFTOL,Celastrales,Celastraceae,Crossopetalum,Crossopetalum rhacoma,"Islam, M.B. Sep-30 (CS)",,,,Herbarium,344,198264,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034189.Crossopetalum_rhacoma.a353.fasta
4827,PAFTOL,Celastrales,Celastraceae,Denhamia,Denhamia celastroides,"Ford, A. 4352 (BRI)",,,,Silica dried,345,208965,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619252.Denhamia_celastroides.a353.fasta
4828,PAFTOL,Celastrales,Celastraceae,Dicarpellum,Dicarpellum baillonianum,"Simmons, M.P. 1864 (BH)",,,,Silica dried,342,189270,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619253.Dicarpellum_baillonianum.a353.fasta
4829,PAFTOL,Celastrales,Celastraceae,Dinghoua,Dinghoua globularis,"Sandowsky, G. 2628 (BRI)",,,,Silica dried,344,201363,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619254.Dinghoua_globularis.a353.fasta
4830,PAFTOL,Celastrales,Celastraceae,Elachyptera,Elachyptera minimiflora,"Archer, R.H. 2934 (PRE)",,,,Silica dried,349,195690,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619255.Elachyptera_minimiflora.a353.fasta
4832,PAFTOL,Celastrales,Celastraceae,Elachyptera,Elachyptera parvifolia,"Gereau, R.E.; Kayombo, C.J. 3819 (MO)",,,,Herbarium,334,134913,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619256.Elachyptera_parvifolia.a353.fasta
4833,PAFTOL,Celastrales,Celastraceae,Elaeodendron,Elaeodendron matabelicum,"Archer, R.H. s.n.  (PRE)",,,,Silica dried,349,201288,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034190.Elaeodendron_matabelicum.a353.fasta
4834,PAFTOL,Celastrales,Celastraceae,Elaeodendron,Elaeodendron sp.,"Archer, R.H. 3053 (PRE)",,,,Silica dried,349,210735,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619257.Elaeodendron_sp.a353.fasta
4836,PAFTOL,Celastrales,Celastraceae,Empleuridium,Empleuridium juniperinum,"Goldblatt, P. 6918 (MO)",,,,Herbarium,344,162741,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034191.Empleuridium_juniperinum.a353.fasta
4837,PAFTOL,Celastrales,Celastraceae,Erythrostelegia,Erythrostelegia integrifolia,"Archer, R.H. 2905 (PRE)",,,,Silica dried,349,210357,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619259.Erythrostelegia_integrifolia.a353.fasta
4838,PAFTOL,Celastrales,Celastraceae,Euonymus,Euonymus australianus,"Ford, A. 4496 (BRI)",,,,Silica dried,349,201111,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619260.Euonymus_australianus.a353.fasta
4842,PAFTOL,Celastrales,Celastraceae,Fraunhofera,Fraunhofera multiflora,"Lombardi, J.A. 7218 (HRCB)",,,,Silica dried,333,134874,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619262.Fraunhofera_multiflora.a353.fasta
4844,PAFTOL,Celastrales,Celastraceae,Glyptopetalum,Glyptopetalum rhytidophyllum,Team CKF-257 (KUN),,,,Silica dried,347,205275,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619263.Glyptopetalum_rhytidophyllum.a353.fasta
4845,PAFTOL,Celastrales,Celastraceae,Goniodiscus,Goniodiscus elaeospermus,"Cid, C.A. 4113 (NY)",,,,Silica dried,347,194646,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619264.Goniodiscus_elaeospermus.a353.fasta
4846,PAFTOL,Celastrales,Celastraceae,Gyminda,Gyminda latifolia,"Islam, M.B. Sep-33 (CS)",,,,Herbarium,343,196491,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034192.Gyminda_latifolia.a353.fasta
4847,PAFTOL,Celastrales,Celastraceae,Gymnosporia,Gymnosporia divaricata,"Archer, R.H. 2891 (PRE)",,,,Silica dried,345,210252,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034193.Gymnosporia_divaricata.a353.fasta
4848,PAFTOL,Celastrales,Celastraceae,Gymnosporia,Gymnosporia mossambicensis,"Archer, R.H. 2170 (PRE)",,,,Silica dried,348,214143,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619265.Gymnosporia_mossambicensis.a353.fasta
4849,PAFTOL,Celastrales,Celastraceae,Gymnosporia,Gymnosporia cassinoides,"Reyes-Betancort, J.A. 41716 (ORT)",,,,Silica dried,344,185640,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619266.Gymnosporia_cassinoides.a353.fasta
4850,PAFTOL,Celastrales,Celastraceae,Halleriopsis,Halleriopsis cathoides,"Archer, R.H. 3035 (PRE)",,,,Silica dried,348,206388,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619267.Halleriopsis_cathoides.a353.fasta
4851,PAFTOL,Celastrales,Celastraceae,Hartogiopsis,Hartogiopsis sp.,"Archer, R.H. 2942 (PRE)",,,,Silica dried,347,202842,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619268.Hartogiopsis_sp.a353.fasta
4852,PAFTOL,Celastrales,Celastraceae,Hartogiopsis,Hartogiopsis trilobocarpa,"Rakotomalaza, P.J. 1278 (MO)",,,,Silica dried,347,198825,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619269.Hartogiopsis_trilobocarpa.a353.fasta
4853,PAFTOL,Celastrales,Celastraceae,Haydenoxylon,Haydenoxylon urbanianum,"Seidel, R. 9169 (MO)",,,,Herbarium,342,189033,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034194.Haydenoxylon_urbanianum.a353.fasta
4854,PAFTOL,Celastrales,Celastraceae,Hedraianthera,Hedraianthera porphyropetala,"Ford, A. 4544 (BRI)",,,,Silica dried,346,192012,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619270.Hedraianthera_porphyropetala.a353.fasta
4855,PAFTOL,Celastrales,Celastraceae,Helictonema,Helictonema velutinum,"Hart, T.B. 1580 (MO)",,,,Silica dried,345,190149,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619271.Helictonema_velutinum.a353.fasta
4856,PAFTOL,Celastrales,Celastraceae,Hexaspora,Hexaspora pubescens,"Ford, A. 2963 (BRI)",,,,Silica dried,345,193242,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619272.Hexaspora_pubescens.a353.fasta
4857,PAFTOL,Celastrales,Celastraceae,Hippocratea,Hippocratea volubilis,"Lombardi, J.A. 6923 (HRCB)",,,,Herbarium,346,195675,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034195.Hippocratea_volubilis.a353.fasta
4858,PAFTOL,Celastrales,Celastraceae,Hippocratea,Hippocratea vignei,"van Meer, P.P.C. 796 (MO)",,,,Herbarium,339,134325,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619273.Hippocratea_vignei.a353.fasta
4859,PAFTOL,Celastrales,Celastraceae,Hippocratea,Hippocratea myriantha,"McPherson, G. 16837 (MO)",,,,Herbarium,338,153552,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619274.Hippocratea_myriantha.a353.fasta
4860,PAFTOL,Celastrales,Celastraceae,Hylenaea,Hylenaea comosa,"Lombardi, J.A. 6400 (HRCB)",,,,Silica dried,347,193062,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619275.Hylenaea_comosa.a353.fasta
4861,PAFTOL,Celastrales,Celastraceae,Hypsophila,Hypsophila dielsiana,"Ford, A. 4357 (BRI)",,,,Silica dried,346,193572,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619276.Hypsophila_dielsiana.a353.fasta
4862,PAFTOL,Celastrales,Celastraceae,Kokoona,Kokoona sp.,"Chase, M.W. 2092 (K)",,,,Silica dried,348,205860,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084308.Kokoona_sp.a353.fasta
4863,PAFTOL,Celastrales,Celastraceae,Lauridia,Lauridia tetragona,"Archer, R.H. 2171 (PRE)",,,,Silica dried,347,203232,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619277.Lauridia_tetragona.a353.fasta
4864,PAFTOL,Celastrales,Celastraceae,Lauridia,Lauridia reticulata,"Proches, S. s.n.  (PRE)",,,,Silica dried,348,206886,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619278.Lauridia_reticulata.a353.fasta
4865,PAFTOL,Celastrales,Celastraceae,Loeseneriella,Loeseneriella urceolus,"Archer, R.H. 3002 (PRE)",,,,Silica dried,348,189939,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034196.Loeseneriella_urceolus.a353.fasta
