Species,Order,Family,Genus,Fasta file url,Alternative url
Protorhus perrieri,Sapindales,Anacardiaceae,Protorhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620133.Protorhus_perrieri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620133.Protorhus_perrieri.a353.fasta
Protorhus thouarsii,Sapindales,Anacardiaceae,Protorhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620134.Protorhus_thouarsii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620134.Protorhus_thouarsii.a353.fasta
Schinopsis brasiliensis,Sapindales,Anacardiaceae,Schinopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620135.Schinopsis_brasiliensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620135.Schinopsis_brasiliensis.a353.fasta
Sclerocarya birrea,Sapindales,Anacardiaceae,Sclerocarya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620136.Sclerocarya_birrea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620136.Sclerocarya_birrea.a353.fasta
Searsia undulata,Sapindales,Anacardiaceae,Searsia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620137.Searsia_undulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620137.Searsia_undulata.a353.fasta
Smodingium argutum,Sapindales,Anacardiaceae,Smodingium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620138.Smodingium_argutum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620138.Smodingium_argutum.a353.fasta
Sorindeia madagascariensis,Sapindales,Anacardiaceae,Sorindeia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620139.Sorindeia_madagascariensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620139.Sorindeia_madagascariensis.a353.fasta
Swintonia schwenckii,Sapindales,Anacardiaceae,Swintonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620140.Swintonia_schwenckii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620140.Swintonia_schwenckii.a353.fasta
Tapirira guianensis,Sapindales,Anacardiaceae,Tapirira,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620141.Tapirira_guianensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620141.Tapirira_guianensis.a353.fasta
Thyrsodium spruceanum,Sapindales,Anacardiaceae,Thyrsodium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620142.Thyrsodium_spruceanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620142.Thyrsodium_spruceanum.a353.fasta
Toxicodendron pubescens,Sapindales,Anacardiaceae,Toxicodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620143.Toxicodendron_pubescens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620143.Toxicodendron_pubescens.a353.fasta
Simarouba glauca,Sapindales,Simaroubaceae,Simarouba,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620144.Simarouba_glauca.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Simaroubaceae/INSDC.ERR7620144.Simarouba_glauca.a353.fasta
Myracrodruon balansae,Sapindales,Anacardiaceae,Myracrodruon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620145.Myracrodruon_balansae.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620145.Myracrodruon_balansae.a353.fasta
Cipadessa baccifera,Sapindales,Meliaceae,Cipadessa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620146.Cipadessa_baccifera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620146.Cipadessa_baccifera.a353.fasta
Swietenia macrophylla,Sapindales,Meliaceae,Swietenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620147.Swietenia_macrophylla.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620147.Swietenia_macrophylla.a353.fasta
Nymania capensis,Sapindales,Meliaceae,Nymania,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620148.Nymania_capensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620148.Nymania_capensis.a353.fasta
Commiphora kua,Sapindales,Burseraceae,Commiphora,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620149.Commiphora_kua.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Burseraceae/INSDC.ERR7620149.Commiphora_kua.a353.fasta
Nitraria retusa,Sapindales,Nitrariaceae,Nitraria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620150.Nitraria_retusa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Nitrariaceae/INSDC.ERR7620150.Nitraria_retusa.a353.fasta
Malacocarpus crithmifolius,Sapindales,Nitrariaceae,Malacocarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620151.Malacocarpus_crithmifolius.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Nitrariaceae/INSDC.ERR7620151.Malacocarpus_crithmifolius.a353.fasta
Beiselia mexicana,Sapindales,Burseraceae,Beiselia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620152.Beiselia_mexicana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Burseraceae/INSDC.ERR7620152.Beiselia_mexicana.a353.fasta
Aegle marmelos,Sapindales,Rutaceae,Aegle,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620153.Aegle_marmelos.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620153.Aegle_marmelos.a353.fasta
Ravenia infelix,Sapindales,Rutaceae,Ravenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620154.Ravenia_infelix.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620154.Ravenia_infelix.a353.fasta
Metrodorea nigra,Sapindales,Rutaceae,Metrodorea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620155.Metrodorea_nigra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620155.Metrodorea_nigra.a353.fasta
Neoraputia alba,Sapindales,Rutaceae,Neoraputia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620156.Neoraputia_alba.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620156.Neoraputia_alba.a353.fasta
Adenandra uniflora,Sapindales,Rutaceae,Adenandra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620157.Adenandra_uniflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620157.Adenandra_uniflora.a353.fasta
Dacryodes laxa,Sapindales,Burseraceae,Dacryodes,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620158.Dacryodes_laxa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Burseraceae/INSDC.ERR7620158.Dacryodes_laxa.a353.fasta
Triomma malaccensis,Sapindales,Burseraceae,Triomma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620159.Triomma_malaccensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Burseraceae/INSDC.ERR7620159.Triomma_malaccensis.a353.fasta
Drummondita hassellii,Sapindales,Rutaceae,Drummondita,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620160.Drummondita_hassellii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620160.Drummondita_hassellii.a353.fasta
Bottegoa insignis,Sapindales,Rutaceae,Bottegoa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620161.Bottegoa_insignis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620161.Bottegoa_insignis.a353.fasta
Khaya anthotheca,Sapindales,Meliaceae,Khaya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620162.Khaya_anthotheca.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620162.Khaya_anthotheca.a353.fasta
Lovoa swynnertonii,Sapindales,Meliaceae,Lovoa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620163.Lovoa_swynnertonii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620163.Lovoa_swynnertonii.a353.fasta
Pachycormus discolor,Sapindales,Anacardiaceae,Pachycormus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620164.Pachycormus_discolor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620164.Pachycormus_discolor.a353.fasta
Sarcomelicope simplicifolia,Sapindales,Rutaceae,Sarcomelicope,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620165.Sarcomelicope_simplicifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620165.Sarcomelicope_simplicifolia.a353.fasta
Tetradium daniellii,Sapindales,Rutaceae,Tetradium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620166.Tetradium_daniellii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620166.Tetradium_daniellii.a353.fasta
Erythrochiton brasiliensis,Sapindales,Rutaceae,Erythrochiton,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620167.Erythrochiton_brasiliensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620167.Erythrochiton_brasiliensis.a353.fasta
Cotinus obovatus,Sapindales,Anacardiaceae,Cotinus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620168.Cotinus_obovatus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620168.Cotinus_obovatus.a353.fasta
Bergera koenigii,Sapindales,Rutaceae,Bergera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620169.Bergera_koenigii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620169.Bergera_koenigii.a353.fasta
Poupartia borbonica,Sapindales,Anacardiaceae,Poupartia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620170.Poupartia_borbonica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620170.Poupartia_borbonica.a353.fasta
Coleonema pulchellum,Sapindales,Rutaceae,Coleonema,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620171.Coleonema_pulchellum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620171.Coleonema_pulchellum.a353.fasta
Vepris lanceolata,Sapindales,Rutaceae,Vepris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620172.Vepris_lanceolata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620172.Vepris_lanceolata.a353.fasta
Agathosma gonaquensis,Sapindales,Rutaceae,Agathosma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620173.Agathosma_gonaquensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620173.Agathosma_gonaquensis.a353.fasta
Bursera fagaroides,Sapindales,Burseraceae,Bursera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620174.Bursera_fagaroides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Burseraceae/INSDC.ERR7620174.Bursera_fagaroides.a353.fasta
Crowea exalata,Sapindales,Rutaceae,Crowea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620175.Crowea_exalata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620175.Crowea_exalata.a353.fasta
Pilocarpus pennatifolius,Sapindales,Rutaceae,Pilocarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620176.Pilocarpus_pennatifolius.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620176.Pilocarpus_pennatifolius.a353.fasta
Pterorhachis zenkeri,Sapindales,Meliaceae,Pterorhachis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620177.Pterorhachis_zenkeri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620177.Pterorhachis_zenkeri.a353.fasta
Naregamia alata,Sapindales,Meliaceae,Naregamia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620178.Naregamia_alata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620178.Naregamia_alata.a353.fasta
Pseudobersama mossambicensis,Sapindales,Meliaceae,Pseudobersama,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620179.Pseudobersama_mossambicensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620179.Pseudobersama_mossambicensis.a353.fasta
Turraeanthus mannii,Sapindales,Meliaceae,Turraeanthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620180.Turraeanthus_mannii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620180.Turraeanthus_mannii.a353.fasta
Capuronianthus mahafalensis,Sapindales,Meliaceae,Capuronianthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620181.Capuronianthus_mahafalensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620181.Capuronianthus_mahafalensis.a353.fasta
Malleastrum mandenense,Sapindales,Meliaceae,Malleastrum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620182.Malleastrum_mandenense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620182.Malleastrum_mandenense.a353.fasta
Neobeguea sp.,Sapindales,Meliaceae,Neobeguea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620183.Neobeguea_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620183.Neobeguea_sp.a353.fasta
Quivisianthe papinae,Sapindales,Meliaceae,Quivisianthe,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620184.Quivisianthe_papinae.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620184.Quivisianthe_papinae.a353.fasta
Ekebergia capensis,Sapindales,Meliaceae,Ekebergia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620185.Ekebergia_capensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620185.Ekebergia_capensis.a353.fasta
Heeria argentea,Sapindales,Anacardiaceae,Heeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620186.Heeria_argentea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620186.Heeria_argentea.a353.fasta
Angostura bracteata,Sapindales,Rutaceae,Angostura,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620187.Angostura_bracteata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620187.Angostura_bracteata.a353.fasta
Pseudocedrela kotschyi,Sapindales,Meliaceae,Pseudocedrela,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620188.Pseudocedrela_kotschyi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620188.Pseudocedrela_kotschyi.a353.fasta
Loxopterygium grisebachii,Sapindales,Anacardiaceae,Loxopterygium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620189.Loxopterygium_grisebachii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620189.Loxopterygium_grisebachii.a353.fasta
Semecarpus papuanus,Sapindales,Anacardiaceae,Semecarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620190.Semecarpus_papuanus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620190.Semecarpus_papuanus.a353.fasta
Aglaia tomentosa,Sapindales,Meliaceae,Aglaia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620191.Aglaia_tomentosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620191.Aglaia_tomentosa.a353.fasta
Calodecaryia crassifolia,Sapindales,Meliaceae,Calodecaryia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620192.Calodecaryia_crassifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620192.Calodecaryia_crassifolia.a353.fasta
Synoum glandulosum,Sapindales,Meliaceae,Synoum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620193.Synoum_glandulosum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620193.Synoum_glandulosum.a353.fasta
Cabralea canjerana,Sapindales,Meliaceae,Cabralea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620194.Cabralea_canjerana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620194.Cabralea_canjerana.a353.fasta
Ptaeroxylon obliquum,Sapindales,Rutaceae,Ptaeroxylon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620195.Ptaeroxylon_obliquum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620195.Ptaeroxylon_obliquum.a353.fasta
Eurycoma longifolia,Sapindales,Simaroubaceae,Eurycoma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620196.Eurycoma_longifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Simaroubaceae/INSDC.ERR7620196.Eurycoma_longifolia.a353.fasta
Cedrela angustifolia,Sapindales,Meliaceae,Cedrela,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620197.Cedrela_angustifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620197.Cedrela_angustifolia.a353.fasta
Nothopegia beddomei,Sapindales,Anacardiaceae,Nothopegia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620198.Nothopegia_beddomei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620198.Nothopegia_beddomei.a353.fasta
Trichilia hirta,Sapindales,Meliaceae,Trichilia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620199.Trichilia_hirta.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620199.Trichilia_hirta.a353.fasta
Ruagea glabra,Sapindales,Meliaceae,Ruagea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620200.Ruagea_glabra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620200.Ruagea_glabra.a353.fasta
Guarea pubescens,Sapindales,Meliaceae,Guarea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620201.Guarea_pubescens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620201.Guarea_pubescens.a353.fasta
Carapa procera,Sapindales,Meliaceae,Carapa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620202.Carapa_procera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620202.Carapa_procera.a353.fasta
Neoguarea glomerulata,Sapindales,Meliaceae,Neoguarea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620203.Neoguarea_glomerulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620203.Neoguarea_glomerulata.a353.fasta
Heckeldora staudtii,Sapindales,Meliaceae,Heckeldora,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620204.Heckeldora_staudtii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620204.Heckeldora_staudtii.a353.fasta
Diosma sabulosa,Sapindales,Rutaceae,Diosma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620205.Diosma_sabulosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620205.Diosma_sabulosa.a353.fasta
Euchaetis albertiniana,Sapindales,Rutaceae,Euchaetis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620206.Euchaetis_albertiniana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620206.Euchaetis_albertiniana.a353.fasta
Acmadenia kiwanensis,Sapindales,Rutaceae,Acmadenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620207.Acmadenia_kiwanensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620207.Acmadenia_kiwanensis.a353.fasta
Rhadinothamnus rudis,Sapindales,Rutaceae,Rhadinothamnus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620208.Rhadinothamnus_rudis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620208.Rhadinothamnus_rudis.a353.fasta
Trichoscypha longifolia,Sapindales,Anacardiaceae,Trichoscypha,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620209.Trichoscypha_longifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620209.Trichoscypha_longifolia.a353.fasta
