Species,Order,Family,Genus,Fasta file url,Alternative url
Tina coursii,Sapindales,Sapindaceae,Tina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5236286.Tina_coursii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5236286.Tina_coursii.a353.fasta
Anacardium occidentale,Sapindales,Anacardiaceae,Anacardium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619987.Anacardium_occidentale.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7619987.Anacardium_occidentale.a353.fasta
Ailanthus triphysa,Sapindales,Simaroubaceae,Ailanthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619988.Ailanthus_triphysa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Simaroubaceae/INSDC.ERR7619988.Ailanthus_triphysa.a353.fasta
Bouea oppositifolia,Sapindales,Anacardiaceae,Bouea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619990.Bouea_oppositifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7619990.Bouea_oppositifolia.a353.fasta
Luvunga monophylla,Sapindales,Rutaceae,Luvunga,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619991.Luvunga_monophylla.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7619991.Luvunga_monophylla.a353.fasta
Mangifera odorata,Sapindales,Anacardiaceae,Mangifera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619992.Mangifera_odorata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7619992.Mangifera_odorata.a353.fasta
Amyris elemifera,Sapindales,Rutaceae,Amyris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619993.Amyris_elemifera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7619993.Amyris_elemifera.a353.fasta
Geijera paniculata,Sapindales,Rutaceae,Geijera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7619994.Geijera_paniculata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7619994.Geijera_paniculata.a353.fasta
Euodia hortensis,Sapindales,Rutaceae,Euodia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620055.Euodia_hortensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620055.Euodia_hortensis.a353.fasta
Fagaropsis sp.,Sapindales,Rutaceae,Fagaropsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620056.Fagaropsis_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620056.Fagaropsis_sp.a353.fasta
Ivodea decaryana,Sapindales,Rutaceae,Ivodea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620057.Ivodea_decaryana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620057.Ivodea_decaryana.a353.fasta
Myrtopsis macrocarpa,Sapindales,Rutaceae,Myrtopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620058.Myrtopsis_macrocarpa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620058.Myrtopsis_macrocarpa.a353.fasta
Pentaceras australe,Sapindales,Rutaceae,Pentaceras,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620059.Pentaceras_australe.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620059.Pentaceras_australe.a353.fasta
Picrella glandulosa,Sapindales,Rutaceae,Picrella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620060.Picrella_glandulosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620060.Picrella_glandulosa.a353.fasta
Plethadenia granulata,Sapindales,Rutaceae,Plethadenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620061.Plethadenia_granulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620061.Plethadenia_granulata.a353.fasta
Tetractomia tetrandra,Sapindales,Rutaceae,Tetractomia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620062.Tetractomia_tetrandra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620062.Tetractomia_tetrandra.a353.fasta
Boenninghausenia albiflora,Sapindales,Rutaceae,Boenninghausenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620063.Boenninghausenia_albiflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620063.Boenninghausenia_albiflora.a353.fasta
Choisya sp.,Sapindales,Rutaceae,Choisya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620064.Choisya_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620064.Choisya_sp.a353.fasta
Citrus hystrix,Sapindales,Rutaceae,Citrus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620065.Citrus_hystrix.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620065.Citrus_hystrix.a353.fasta
Cneoridium dumosum,Sapindales,Rutaceae,Cneoridium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620066.Cneoridium_dumosum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620066.Cneoridium_dumosum.a353.fasta
Cneorum tricoccon,Sapindales,Rutaceae,Cneorum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620067.Cneorum_tricoccon.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620067.Cneorum_tricoccon.a353.fasta
Correa reflexa,Sapindales,Rutaceae,Correa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620068.Correa_reflexa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620068.Correa_reflexa.a353.fasta
Dictamnus albus,Sapindales,Rutaceae,Dictamnus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620069.Dictamnus_albus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620069.Dictamnus_albus.a353.fasta
Esenbeckia leiocarpa,Sapindales,Rutaceae,Esenbeckia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620070.Esenbeckia_leiocarpa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620070.Esenbeckia_leiocarpa.a353.fasta
Haplophyllum bungei,Sapindales,Rutaceae,Haplophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620071.Haplophyllum_bungei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620071.Haplophyllum_bungei.a353.fasta
Harrisonia abyssinica,Sapindales,Rutaceae,Harrisonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620072.Harrisonia_abyssinica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620072.Harrisonia_abyssinica.a353.fasta
Melicope ternata,Sapindales,Rutaceae,Melicope,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620073.Melicope_ternata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620073.Melicope_ternata.a353.fasta
Orixa japonica,Sapindales,Rutaceae,Orixa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620074.Orixa_japonica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620074.Orixa_japonica.a353.fasta
Phellodendron amurense,Sapindales,Rutaceae,Phellodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620075.Phellodendron_amurense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620075.Phellodendron_amurense.a353.fasta
Psilopeganum sinense,Sapindales,Rutaceae,Psilopeganum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620076.Psilopeganum_sinense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620076.Psilopeganum_sinense.a353.fasta
Ptelea trifoliata,Sapindales,Rutaceae,Ptelea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620077.Ptelea_trifoliata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620077.Ptelea_trifoliata.a353.fasta
Ruta graveolens,Sapindales,Rutaceae,Ruta,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620078.Ruta_graveolens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620078.Ruta_graveolens.a353.fasta
Skimmia japonica,Sapindales,Rutaceae,Skimmia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620079.Skimmia_japonica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620079.Skimmia_japonica.a353.fasta
Kirkia acuminata,Sapindales,Kirkiaceae,Kirkia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620080.Kirkia_acuminata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Kirkiaceae/INSDC.ERR7620080.Kirkia_acuminata.a353.fasta
Boronia parvifolia,Sapindales,Rutaceae,Boronia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620081.Boronia_parvifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620081.Boronia_parvifolia.a353.fasta
Brombya platynema,Sapindales,Rutaceae,Brombya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620082.Brombya_platynema.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620082.Brombya_platynema.a353.fasta
Cedrelopsis gracilis,Sapindales,Rutaceae,Cedrelopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620083.Cedrelopsis_gracilis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620083.Cedrelopsis_gracilis.a353.fasta
Comptonella microcarpa,Sapindales,Rutaceae,Comptonella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620084.Comptonella_microcarpa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620084.Comptonella_microcarpa.a353.fasta
Dictyoloma vandellianum,Sapindales,Rutaceae,Dictyoloma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620085.Dictyoloma_vandellianum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620085.Dictyoloma_vandellianum.a353.fasta
Pitaviaster haplophyllus,Sapindales,Rutaceae,Pitaviaster,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620086.Pitaviaster_haplophyllus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620086.Pitaviaster_haplophyllus.a353.fasta
Sohnreyia terminalioides,Sapindales,Rutaceae,Sohnreyia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620087.Sohnreyia_terminalioides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620087.Sohnreyia_terminalioides.a353.fasta
Spathelia splendens,Sapindales,Rutaceae,Spathelia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620088.Spathelia_splendens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7620088.Spathelia_splendens.a353.fasta
Astrotrichilia asterotricha,Sapindales,Meliaceae,Astrotrichilia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620089.Astrotrichilia_asterotricha.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620089.Astrotrichilia_asterotricha.a353.fasta
Humbertioturraea grandidieri,Sapindales,Meliaceae,Humbertioturraea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620090.Humbertioturraea_grandidieri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620090.Humbertioturraea_grandidieri.a353.fasta
Lepidotrichilia volkensii,Sapindales,Meliaceae,Lepidotrichilia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620091.Lepidotrichilia_volkensii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Meliaceae/INSDC.ERR7620091.Lepidotrichilia_volkensii.a353.fasta
Abrahamia ditimena,Sapindales,Anacardiaceae,Abrahamia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620092.Abrahamia_ditimena.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620092.Abrahamia_ditimena.a353.fasta
Allospondias lakonensis,Sapindales,Anacardiaceae,Allospondias,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620093.Allospondias_lakonensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620093.Allospondias_lakonensis.a353.fasta
Amphipterygium adstringens,Sapindales,Anacardiaceae,Amphipterygium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620094.Amphipterygium_adstringens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620094.Amphipterygium_adstringens.a353.fasta
Loxopterygium gardneri,Sapindales,Anacardiaceae,Loxopterygium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620095.Loxopterygium_gardneri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620095.Loxopterygium_gardneri.a353.fasta
Baronia taratana,Sapindales,Anacardiaceae,Baronia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620097.Baronia_taratana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620097.Baronia_taratana.a353.fasta
Blepharocarya involucrigera,Sapindales,Anacardiaceae,Blepharocarya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620098.Blepharocarya_involucrigera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620098.Blepharocarya_involucrigera.a353.fasta
Bonetiella anomala,Sapindales,Anacardiaceae,Bonetiella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620099.Bonetiella_anomala.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620099.Bonetiella_anomala.a353.fasta
Campylopetalum siamense,Sapindales,Anacardiaceae,Campylopetalum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620100.Campylopetalum_siamense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620100.Campylopetalum_siamense.a353.fasta
Cardenasiodendron brachypterum,Sapindales,Anacardiaceae,Cardenasiodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620101.Cardenasiodendron_brachypterum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620101.Cardenasiodendron_brachypterum.a353.fasta
Choerospondias axillaris,Sapindales,Anacardiaceae,Choerospondias,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620102.Choerospondias_axillaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620102.Choerospondias_axillaris.a353.fasta
Cyrtocarpa procera,Sapindales,Anacardiaceae,Cyrtocarpa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620103.Cyrtocarpa_procera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620103.Cyrtocarpa_procera.a353.fasta
Dobinea vulgaris,Sapindales,Anacardiaceae,Dobinea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620104.Dobinea_vulgaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620104.Dobinea_vulgaris.a353.fasta
Dracontomelon duperreanum,Sapindales,Anacardiaceae,Dracontomelon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620105.Dracontomelon_duperreanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620105.Dracontomelon_duperreanum.a353.fasta
Drimycarpus racemosus,Sapindales,Anacardiaceae,Drimycarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620106.Drimycarpus_racemosus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620106.Drimycarpus_racemosus.a353.fasta
Faguetia falcata,Sapindales,Anacardiaceae,Faguetia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620107.Faguetia_falcata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620107.Faguetia_falcata.a353.fasta
Fegimanra africana,Sapindales,Anacardiaceae,Fegimanra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620108.Fegimanra_africana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620108.Fegimanra_africana.a353.fasta
Haplorhus peruviana,Sapindales,Anacardiaceae,Haplorhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620109.Haplorhus_peruviana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620109.Haplorhus_peruviana.a353.fasta
Harpephyllum caffrum,Sapindales,Anacardiaceae,Harpephyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620110.Harpephyllum_caffrum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620110.Harpephyllum_caffrum.a353.fasta
Loxostylis alata,Sapindales,Anacardiaceae,Loxostylis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620111.Loxostylis_alata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620111.Loxostylis_alata.a353.fasta
Mauria simplicifolia,Sapindales,Anacardiaceae,Mauria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620112.Mauria_simplicifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620112.Mauria_simplicifolia.a353.fasta
Melanochyla caesia,Sapindales,Anacardiaceae,Melanochyla,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620113.Melanochyla_caesia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620113.Melanochyla_caesia.a353.fasta
Rhus taitensis,Sapindales,Anacardiaceae,Rhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620114.Rhus_taitensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620114.Rhus_taitensis.a353.fasta
Metopium brownei,Sapindales,Anacardiaceae,Metopium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620115.Metopium_brownei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620115.Metopium_brownei.a353.fasta
Micronychia macrophylla,Sapindales,Anacardiaceae,Micronychia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620116.Micronychia_macrophylla.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620116.Micronychia_macrophylla.a353.fasta
Mosquitoxylum jamaicense,Sapindales,Anacardiaceae,Mosquitoxylum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620117.Mosquitoxylum_jamaicense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620117.Mosquitoxylum_jamaicense.a353.fasta
Myracrodruon urundeuva,Sapindales,Anacardiaceae,Myracrodruon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620118.Myracrodruon_urundeuva.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620118.Myracrodruon_urundeuva.a353.fasta
Ochoterenaea colombiana,Sapindales,Anacardiaceae,Ochoterenaea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620119.Ochoterenaea_colombiana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620119.Ochoterenaea_colombiana.a353.fasta
Operculicarya decaryi,Sapindales,Anacardiaceae,Operculicarya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620120.Operculicarya_decaryi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620120.Operculicarya_decaryi.a353.fasta
Orthopterygium huaucui,Sapindales,Anacardiaceae,Orthopterygium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620121.Orthopterygium_huaucui.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620121.Orthopterygium_huaucui.a353.fasta
Ozoroa insignis,Sapindales,Anacardiaceae,Ozoroa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620122.Ozoroa_insignis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620122.Ozoroa_insignis.a353.fasta
Parishia insignis,Sapindales,Anacardiaceae,Parishia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620123.Parishia_insignis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620123.Parishia_insignis.a353.fasta
Pegia nitida,Sapindales,Anacardiaceae,Pegia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620124.Pegia_nitida.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620124.Pegia_nitida.a353.fasta
Pentaspadon motleyi,Sapindales,Anacardiaceae,Pentaspadon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620125.Pentaspadon_motleyi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620125.Pentaspadon_motleyi.a353.fasta
Pistacia vera,Sapindales,Anacardiaceae,Pistacia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620126.Pistacia_vera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620126.Pistacia_vera.a353.fasta
Poupartia minor,Sapindales,Anacardiaceae,Poupartia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620127.Poupartia_minor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620127.Poupartia_minor.a353.fasta
Poupartiopsis spondiocarpus,Sapindales,Anacardiaceae,Poupartiopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620128.Poupartiopsis_spondiocarpus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620128.Poupartiopsis_spondiocarpus.a353.fasta
Protorhus longifolia,Sapindales,Anacardiaceae,Protorhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620129.Protorhus_longifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620129.Protorhus_longifolia.a353.fasta
Pseudospondias microcarpa,Sapindales,Anacardiaceae,Pseudospondias,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620130.Pseudospondias_microcarpa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620130.Pseudospondias_microcarpa.a353.fasta
Pseudosmodingium andrieuxii,Sapindales,Anacardiaceae,Pseudosmodingium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620131.Pseudosmodingium_andrieuxii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620131.Pseudosmodingium_andrieuxii.a353.fasta
Rhus coriaria,Sapindales,Anacardiaceae,Rhus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7620132.Rhus_coriaria.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Anacardiaceae/INSDC.ERR7620132.Rhus_coriaria.a353.fasta
